43, 43, Oddish,	10, 14, .5, 5.4, 07, NULL
44, 44, Gloom, 10, 14, .8, 8.6, 07, NULL
45, 45, Vileplume, 10, 14, 1.2, 18.6, 07, NULL
46, 46, Paras, 01, 10, .3, 5.4, 01, 07
47, 47, Parasect, 01, 10, 1.0, 29.5, 01, 07
48, 48, Venonat, 01, 14, 1.0, 30.0, 01, NULL
49, 49, Venomoth, 01, 14, 1.5, 12.5, 01, NULL
50, 50, Diglett, 11, NULL, .2, .8, 05, NULL
51, 51, Dugtrio, 11, NULL, .7, 33.3, 05, NULL
52, 52, Meowth, 13, NULL, .4, 4.2, 05, NULL
53, 53, Persian, 13, NULL, 1.0, 32.0, 05, NULL
54, 54, Psyduck, 18, NULL, .8, 19.6, 13, 05
55, 55, Golduck, 18, NULL, 1.7, 76.6, 13, 05
56, 56, Mankey, 06, NULL, .5, 28.0, 05, NULL
57, 57, Primeape, 06, NULL, 1.0, 32.0, 05, NULL
58, 58, Growlithe, 07, NULL, .7, 19.0, 05, NULL
59, 59, Arcanine, 07, NULL, 1.9, 155.0, 05, NULL
60, 60, Poliwag, 18, NULL, .6, 12.4, 13, NULL
61, 61, Poliwhirl, 18, NULL, 1.0, 20.0, 13, NULL
62, 62, Poliwrath, 18, 06, 1.3, 54.0, 13, NULL
63, 63, Abra, 15, NULL, .9, 19.5, 08, NULL
64, 64, Kadabra, 15, NULL, 1.3, 56.5, 08, NULL
65, 65, Alakazam, 15, NULL, 1.5, 48.0, 08, NULL
66, 66, Machop, 06, NULL, .8, 19.5, 08, NULL
67, 67, Machoke, 06, NULL, 1.5, 70.5, 08, NULL
68, 68, Machamp, 06, NULL, 1.6, 130.0, 08, NULL
69, 69, Bellsprout, 10, 14, .7, 4.0, 07, NULL
70, 70, Weepinbell, 10, 14, 1.0, 6.4, 07, NULL
71, 71, Victreebel, 10, 14, 1.7, 15.5, 07, NULL
72, 72, Tentacool, 18, 14, .9, 45.5, 15, NULL
73, 73, Tentacruel, 18, 14, 1.6, 55.0, 15, NULL
74, 74, Geodude, 16, 11, .4, 20.0, 10, NULL
75, 75, Graveler, 16, 11, 1.0, 105.0, 10, NULL
76, 76, Golem, 16, 11, 1.4, 300.0, 10, NULL
77, 77, Ponyta, 07, NULL, 1.0, 30.0, 05, NULL
78, 78, Rapidash, 07, NULL, 1.7, 95.0, 05, NULL
79, 79, Slowpoke, 18, 15, 1.2, 36.0, 11, 13
80, 80, Slowbro, 18, 15, 1.6, 78.5, 11, 13
81, 81, Magnemite, 04, 17, .3, 6.0, 10, NULL
82, 82, Magneton, 04, 17, 1.0, 60.0, 10, NULL
83, 83, Farfetch'd, 13, 08, .8, 15.0, 06, 05
84, 84, Doduo, 13, 08, 1.4, 39.2, 06, NULL
85, 85, Dodrio, 13, 08, 1.8, 85.2, 06, NULL
86, 86, Seel, 18, NULL, 1.1, 90.0, 13, 05
87, 87, Dewgong, 18, 12, 1.7, 120.0, 13, 05
88, 88, Grimer, 14, NULL, .9, 30.0, 09, NULL
89, 89, Muk, 14, NULL, 1.2, 30.0, 09, NULL
90, 90, Shellder, 18, NULL, .3, 4.0, 15, NULL
91, 91, Cloyster, 18, 12, 1.5, 132.5, 15, NULL
92, 92, Gastly, 09, 14, 1.3, .1, 09, NULL
93, 93, Haunter, 09, 14, 1.6, .1, 09, NULL
94, 94, Gengar, 09, 14, 1.5, 40.5, 09, NULL
95, 95, Onix, 16, 11, 8.8, 210.0, 10, NULL
96, 96, Drowzee, 15, NULL, 1.0, 32.4, 08, NULL
97, 97, Hypno, 15, NULL, 1.6, 75.6, 08, NULL
98, 98, Krabby, 18, NULL, .4, 6.5, 15, NULL
99, 99, Kingler, 18, NULL, 1.3, 60.0, 15, NULL
100, 100, Voltorb, 04, NULL, .5, 10.4, 10, NULL
101, 101, Electrode, 04, NULL, 1.2, 66.6, 10, NULL
102, 102, Exeggcute, 10, 15, .4, 2.5, 07, NULL
103, 103, Exeggutor, 10, 15, 2, 120.0, 07, NULL
104, 104, Cubone, 11, NULL, .4, 6.5, 11, NULL
105, 105, Marowak, 11, NULL, 1.0, 45.0, 11, NULL
106, 106, Hitmonlee, 06, NULL, 1.5, 49.8, 08, NULL
107, 107, Hitmonchan, 06, NULL, 1.4, 50.2, 08, NULL
108, 108, Lickitung, 13, NULL, 1.2, 65.5, 11, NULL
109, 109, Koffing, 14, NULL, .6, 1.0, 09, NULL
110, 110, Weezing, 14, NULL, 1.2, 9.5, 09, NULL
111, 111, Rhyhorn, 11, 16, 1.0, 115.0, 11, 05
112, 112, Rhydon, 11, 16, 1.9, 120.0, 11, 05
113, 113, Chancey, 13, NULL, 1.1, 34.6, 04, NULL
114, 114, Tangela, 10, NULL, 1.0, 35.0, 07, NULL
115, 115, Kangaskhan, 13, NULL, 2.2, 80.0, 11, NULL
116, 116, Horsea, 18, NULL, .4, 8.0, 13, 03
117, 117, Seadra, 18, NULL, 1.2, 25.0, 13, 03
118, 118, Goldeen, 18, NULL, .6, 15.0, 14, NULL
119, 119, Seaking, 18, NULL, 1.3, 39.0, 14, NULL
120, 120, Staryu, 18, NULL, .8, 34.5, 15, NULL
121, 121, Starmie, 18, 15, 1.1, 80.0, 15, NULL
122, 122, Mr. Mime, 15, 05, 1.3, 54.5, 08, NULL
123, 123, Scyther, 01, 08, 1.5, 56.0, 01, NULL
124, 124, Jynx, 12, 15, 1.4, 40.6, 08, NULL
125, 125, Electabuzz, 04, NULL, 1.1, 30.0, 08, NULL
126, 126, Magmar, 07, NULL, 1.3, 44.5, 08, NULL
127, 127, Pinsir, 01, NULL, 1.5, 55.0, 01, NULL
128, 128, Tauros, 13, NULL, 1.4, 88.4, 05, NULL
129, 129, Magikarp, 18, NULL, .9, 10.0, 14, 03
130, 130, Gyarados, 18, 08, 6.5, 235.0, 14, 03
131, 131, Lapras, 18, 12, 2.5, 220, 11, 13
132, 132, Ditto, 13, NULL, .3, 4.0, 02, NULL
133, 133, Eevee, 13, NULL, .3, 6.5, 05, NULL
134, 134, Vaporeon, 18, NULL, 1.0, 29.0, 05, NULL
135, 135, Jolteon, 04, NULL, .8, 24.5, 05, NULL
136, 136, Flareon, 07, NULL, .9, 25, 05, NULL
137, 137, Porygon, 13, NULL, .8, 36.5, 10, NULL
138, 138, Omanyte, 16, 18, .4, 7.5, 13, 15
139, 139, Omastar, 16, 18, 1.0, 35.0, 13, 15
140, 140, Kabuto, 16, 18, .5, 11.5, 13, 15
141, 141, Kabutops, 16, 18, 1.3, 40.5, 13, 15
142, 142, Aerodactyl, 16, 08, 1.8, 59.0, 06, NULL
143, 143, Snorlax, 13, NULL, 2.1, 460.0, 11, NULL
144, 144, Articuno, 12, 08, 1.7, 55.4, 16, NULL
145, 145, Zapdos, 04, 08, 1.6, 52.6, 16, NULL
146, 146, Moltres, 07, 08, 2.0, 60.0, 16, NULL
147, 147, Dratini, 03, NULL, 1.8, 3.3, 13, 03
148, 148, Dragonair, 03, NULL, 4.0, 16.5, 13, 03
149, 149, Dragonite, 03, 08, 2.2, 210, 13, 03
150, 150, Mewtwo, 15, NULL, 2.0, 122.0, 16, NULL
151, 151, Mew, 15, NULL, 0.4, 4.0, 16, NULL
152, 152, Chikorita, 10, NULL, 0.9, 6.4, 11, 7
153, 153, Bayleef, 10, NULL, 1.2, 15.8, 11, 7
154, 154, Meganium, 10, NULL, 1.8, 100.5, 11, 7
155, 155, Cyndaquil, 07, NULL, 0.5, 7.9, 5, NULL
156, 156, Quilava, 07, NULL, 0.9, 19, 5, NULL
157, 157, Typhlosion, 07, NULL, 1.7, 79.5, 5, NULL
158, 158, Totodile, 18, NULL, 0.6, 9.5, 11, 13
159, 159, Croconaw, 18, NULL, 1.1, 25, 11, 13
160, 160, Feraligatr, 18, NULL, 2.3, 88.8, 11, 13
161, 161, Sentret, 13, NULL, 0.8, 6, 5, NULL
162, 162, Furret, 13, NULL, 1.8, 32.5, 5, NULL
163, 163, Hoothoot, 13, 08, 0.7, 21.2, 6, NULL
164, 164, Noctowl, 13, 08, 1.6, 40.8, 6, NULL
165, 165, Ledyba, 01, 08, 1, 10.8, 1, NULL
166, 166, Ledian, 01, 08, 1.4, 35.6, 1, NULL
167, 167, Spinarak, 01, 14, 0.5, 8.5, 1, NULL
168, 168, Ariados, 01, 14, 1.1, 33.5, 1, NULL
169, 169, Crobat, 14, 08, 1.8, 75, 6, NULL
170, 170, Chinchou, 18, 04, 0.5, 12, 14, NULL
171, 171, Lanturn, 18, 04, 1.2, 22.5, 14, NULL
172, 172, Pichu, 04, NULL, 0.3, 2, 16, NULL
173, 173, Cleffa, 05, NULL, 0.3, 3, 16, NULL
174, 174, Igglybuff, 13, 05, 0.3, 1, 16, NULL
175, 175, Togepi, 05, NULL, 0.3, 1.5, 16, NULL
176, 176, Togetic, 05, 08, 0.6, 3.2, 6, 4
177, 177, Natu, 15, 08, 0.2, 2, 6, NULL
178, 178, Xatu, 15, 08, 1.5, 15, 6, NULL
179, 179, Mareep, 04, NULL, 0.6, 7. 8, 11, 5
180, 180, Flaffy, 04, NULL, 0.8, 13.3, 11, 5
181, 181, Ampharos, 04, NULL, 1.4, 61.5, 11, 05
182, 182, Bellossom, 10, NULL, 0.4, 5.8, 07, NULL
183, 183, Marill, 18, 05, 0.4, 8.5, 13, 04
184, 184, Azumarill, 18, 05, 0.8, 28.5, 13, 04
185, 185, Sudowoodo, 16, NULL, 1.2, 38, 10, Null
186, 186, Politoed, 18, NULL, 1.1, 33.9, 13, NULL
187, 187, Hoppip, 10, 08, 0.4, .5, 04, 07
188, 188, Skiploom, 10, 08, 0.6, 1, 04, 07
189, 189, Jumpluff, 10, 08, 0.8, 3, 04, 07
190, 190, Aipom, 13, NULL, 0.8, 11.5, 05, NULL
191, 191, Sunkern, 10, NULL, 0.3, 1.8, 07, NULL
192, 192, Sunflora, 10, NULL, 0.8, 8.5, 07, NULL
193, 193, Yanma, 01, 08, 1.2, 38, 01, NULL
194, 194, Wooper, 18, 11, 0.4, 8.5, 13, 05
195, 195, Quagsire, 18, 11, 1.4, 75, 13, 05
196, 196, Espeon, 15, NULL, 0.9, 26.5, 05 , NULL
197, 197, Umbreon, 02, NULL, 1, 27, 05, NULL
198, 198, Murkrow, 02, 08, 0.5, 2.1, Flying, NULL
199, 199, Slowking, 18, 15, 2, 79.5, 11, 13
200, 200, Misdreavus, 09, NULL, 0.7, 1, 09, NULL
201, 201, Unown, 15, Null, 0.5, 5, 16, NULL
202, 202, Wobbuffet, 15, Null, 1.3, 28.5, 09, NULL
203, 203, Girafarig, 13, 15, 1.5, 41.5, 05, NULL
204, 204, Pineco, 01, NULL, 0.6, 7.2, 01, NULL
205, 205, Forretress, 01, 17, 1.2, 125.8, 01, NULL
206, 206, Dunsparce, 13, NULL, 1.5, 14, 05, NULL
207, 207, Gligar, 11, 08, 1.1, 64.8, 01, NULL
208, 208, Steelix, 17, 11, 9.2, 400, 10, NULL
209, 209, Snubbull, 05, NULL, 0.6, 7.8, 05, 04
210, 210, Granbull, 05, NULL, 1.4, 48.7, 05, 04
211, 211, Qwilfish, 18, 14, .5, 3.9, 14, NULL
212, 212, Scizor, 01, 17, 1.8, 118, 01, NULL
213, 213, Shuckle, 01, 16, 0.6, 20.5, 01, NULL
214, 214, Heracross, 01, 06, 1.5, 54, 01, NULL
215, 215, Sneasel, 02, 12, 0.9, 28, 05, NULL
216, 216, Teddiursa, 13, NULL, 0.6, 8.8, 05, NULL
217, 217, Ursaring, 13, NULL, 1.8, 125.8, 05, NULL
218, 218, Slugma, 07, NULL, 0.7, 35, 09, NULL
219, 219, Magargo, 07, 16, 0.8, 55, 09, NULL
220, 220, Swinub, 12, 11, 0.4, 6.5, 05, NULL
221, 221, Piloswine, 12, 11, 1.1, 55.8, 05, NULL
222, 222, Corsola, 18, 16, 0.6, 5, 13, 15
223, 223, Remoraid, 18, NULL, 0.6, 12, 13, 14
224, 224, Octillery, 18, NULL, 0.9, 28.5, 13, 14
225, 225, Delibird, 12, 08, 0.9, 16, 13, 05
226, 226, Mantine, 18, 08, 2.1, 220, 13, NULL
227, 227, Skarmory, 17, 08, 1.7, 50.5, Flying, NULL
228, 228, Houndour, 02, 07, 0.6, 10.8, 05, NULL
229, 229, Houndoom, 02, 07, 1.4, 35, 05, NULL
230, 230, Kingdra, 18, 03, 1.8, 152, 13, 03
231, 231, Phanpy, 11, NULL, 0.5, 33.5, 05, NULL
232, 232, Donphan, 11, NULL, 1.1, 120, 05, NULL
233, 233, Porygon2, 13, NULL, 0.6, 32.5, 10, NULL
234, 234, Stantler, 13, NULL, 1.4, 71.2, 05, NULL
235, 235, Smeargle, 13, NULL, 1.2, 58, 05, NULL
236, 236, Tyrogue, 06, NULL, 0.7, 21, 16, NULL
237, 237, Hitmontop, 06, NULL, 1.4, 48, 08, NULL
238, 238, Smoochum, 12, 15, 0.4, 6, 16, NULL
239, 239, Elekid, 04, NULL, 0.6, 23.5, 16, NULL
240, 240, Magby, 07, NULL, 0.7, 21.4, 16, NULL
241, 241, Miltank, 13, NULL, 1.2, 75.5, 05, NULL
242, 242, Blissey, 13, NULL, 1.5, 46.8, 04, NULL
243, 243, Raikou, 04, NULL, 1.9, 178, 16, NULL
244, 244, Entei, 07, NULL, 2.1, 198, 16, NULL
245, 245, Suicune, 18, NULL, 2, 187, 16, NULL
246, 246, Larvitar, 16, 11, 0.6, 72, 11, NULL
247, 247, Pupitar, 16, 11, 1.2, 152, 11, NULL
248, 248, Tyranitar, 16, 02, 2, 202, 11, NULL
249, 249, Lugia, 15, 08, 5.2, 216, 16, NULL
250, 250, Ho-Oh, 07, 08, 3.8, 199, 16, NULL
251, 251, Celebi, 15, 10, 0.6, 5, 16, NULL
252, 252, Treecko, 10, NULL, .5, 5.0, 11, 02
253, 253, Grovyle, 10, NULL, .9, 21.6, 11, 02
254, 254, Sceptile, 10, NULL, 1.7, 52.2, 11, 02
255, 255, Torchic, 07, NULL, .4, 2.5, 05, NULL
256, 256, Combusken, 07, 06, .9, 19.5, 05, NULL
257, 257, Blaziken, 07, 06, 1.9, 52.0, 05, NULL
258, 258, Mudkip, 18, NULL, .4, 7.6, 11, 13
259, 259, Marshtomp, 18, 11, .7, 28.0, 11, 13
260, 260, Swampert, 18, 11, 1.5, 81.9, 11, 13
261, 261, Poochyena, 02, NULL, .5, 13.6, 05, NULL
262, 262, Mightyea, 02, NULL, 1.0, 37.0, 05, NULL
263, 263, Zigzagoon, 13, NULL, .4, 17.5, 05, NULL
264, 264, Linoone, 13, NULL, .5, 32.5, 05, NULL
265, 265, Wurmple, 01, NULL, .3, 3.6, 01, NULL
266, 266, Silcoon, 01, NULL, .6, 10.0, 01, NULL
267, 267, Beautifly, 01, 08, 1.0, 28.4, 01, NULL
268, 268, Cascoon, 01, NULL, .7, 11.5, 01, NULL
269, 269, Dustox, 01, 14, 1.2, 31.6, 01, NULL
270, 270, Lotad, 18, 10, .5, 2.6, 13, 07
271, 271, Lombre, 18, 10, 1.2, 32.5, 13, 07
272, 272, Ludicolo, 18, 10, 1.5, 55.0, 13, 07
273, 273, Seedot, 10, NULL, .5, 4.0, 05, 07
274, 274, Nuzleaf, 10, 02, 1.0, 28.0, 05, 07
275, 275, Shiftry, 10, 02, 1.3, 59.6, 05, 07
276, 276, Taillow, 13, 08, .3, 2.3, 06, NULL
277, 277, Swellow, 13, 08, .7, 19.8, 06, NULL
278, 278, Wingull, 18, 08, .6, 9.5, 13, 06
279, 279, Pelipper, 18, 08, 1.2, 28.0, 13, 06
280, 280, Ralts, 15, 05, .4, 6.9, 09, NULL
281, 281, Kirlia, 15, 05, .8, 20.2, 09, NULL
282, 282, Gardevoir, 15, 05, 1.6, 48.4, 09, NULL
283, 283, Surskit, 01, 18, .5, 1.7, 13, 01
284, 284, Masquerain, 01, 08, .8, 3.6, 13, 01
285, 285, Shroomish, 10, NULL, .4, 4.5, 04, 07
286, 286, Breloom, 10, 06, 1.2, 39.2, 04, 07
287, 287, Slakoth, 13, NULL, .8, 24.0, 05, NULL
288, 288, Vigoroth, 13, NULL, 1.4, 46.5, 05, NULL
289, 289, Slaking, 13, NULL, 2.0, 130.5, 05, NULL
290, 290, Nincada, 01, 11, .5, 5.5, 01, NULL
291, 291, Ninjask, 01, 08, .8, 12.0, 01, NULL
292, 292, Shedinja, 01, 09, .8, 1.2, 10, NULL
293, 293, Whismur, 13, NULL, .6, 16.3, 11, 05
294, 294, Loudred, 13, NULL, 1.0, 40.5, 11, 05
295, 295, Exploud, 13, NULL, 1.5, 84.0, 11, 05
296, 296, Makuhita, 06, NULL, 1.0, 86.4, 08, NULL
297, 297, Hariyama, 06, NULL, 2.3, 253.8, 08, NULL
298, 298, Azurill, 13, 05, .2, 2.0, 16, NULL
299, 299, Nosepass, 16, NULL, 1.0, 97.9, 10, NULL
300, 300, Skitty, 13, NULL, .6, 11.0, 05, 04
301, 301, Delcatty, 13, NULL, 1.1, 32.6, 05, 04
302, 302, Sableye, 02, 09, .5, 11.0, 08, NULL
303, 303, Mawile, 17, 05, .6, 11.5, 05, 04
304, 304, Aron, 17, 16, .4, 60.0, 11, NULL
305, 305, Lairon, 17, 16, .9,	120.0, 11, NULL
306, 306, Aggron, 17, 16, 2.1, 360.0, 11, NULL
307, 307, Meditite, 06, 15, .6, 11.2, 08, NULL
308, 308, Medicham, 06, 15, 1.3, 31.5, 08, NULL
309, 309, Electrike, 04ity, NULL, .6, 15.2, 05, NULL
310, 310, Manectric, 04ity, NULL, 1.5, 40.2, 05, NULL
311, 311, Plusle, 04ity, NULL, .4, 4.2, 04, NULL
312, 312, Minun, 04ity, NULL, .4, 4.2, 04, NULL
313, 313, Volbeat, 01, NULL, .7, 17.7, 01, 08
314, 314, Illumise, 01, NULL, .6, 17.7, 01, 08
315, 315, Roselia, 10, 14, .3, 2.0, 04, 07
316, 316, Gulpin, 14, NULL, .4, 10.3, 09, NULL
317, 317, Swalot, 14, NULL, 1.7, 80.0, 09, NULL
318, 318, Carvanha, 18, 02, .8, 20.8, 14, NULL
319, 319, Sharpedo, 18, 02, 1.8, 88.8, 14, NULL
320, 320, Wailmer, 18, NULL, 2.0, 130.0, 05, 14
321, 321, Wailord, 18, NULL, 14.5, 398.9, 05, 14
322, 322, Numel, 07, 11, .7, 24.0, 05, NULL
323, 323, Camerupt, 07, 11, 1.9, 220.0, 05, NULL
324, 324, Torkoal, 07, NULL, .5, 80.4, 05, NULL
325, 325, Spoink, 15, NULL, .7, 30.6, 05, NULL
326, 326, Grumpig, 15, NULL, .9, 71.5, 05, NULL
327, 327, Spinda, 13, NULL, 1.1, 5.0, 05, 08
328, 328, Trapinch, 11, NULL, .7, 15.0, 01, NULL
329, 329, Vibrava, 11, 03, 1.1, 15.3, 01, NULL
330, 330, Flygon, 11, 03, 2.0, 82.0, 01, NULL
331, 331, Cacnea, 10, NULL, .4, 51.3, 07, 08
332, 332, Cacturne, 10, 02, 1.3, 77.4, 07, 08
333, 333, Swablu, 13, 08, .4, 1.2, 06, 02
334, 334, Altatia, 03, 08, 1.1, 20.6, 06, 02
335, 335, Zangoose, 13, NULL, 1.3, 40.3, 05, NULL
336, 336, Seviper, 14, NULL, 2.7, 52.5, 05, 02
337, 337, Lunatone, 16, 15, 1.0, 168.0, 10, NULL
338, 338, Solrock, 16, 15, 1.2, 154.0, 10, NULL
339, 339, Barboach, 18, 11, .4, 1.9, 14, NULL
340, 340, Whiscash, 18, 11, .9, 23.6, 14, NULL
341, 341, Corphish, 18, NULL, .6, 11.5, 13, 15
342, 342, Crawdaunt, 18, 02, 1.1, 32.8, 13, 15
343, 343, Baltoy, 11, 15, .5, 21.5, 10, NULL
344, 344, Claydol, 11, 15, 1.5, 108.0, 10, NULL
345, 345, Lileep, 16, 10, 1.0, 23.8, 15, NULL
346, 346, Cradily, 16, 10, 1.5, 60.4, 15, NULL
347, 347, Anorith, 16, 01, .7, 12.5, 15, NULL
348, 348, Armaldo, 16, 01, 1.5, 68.2, 15, NULL
349, 349, Feebas, 18, NULL, .6, 7.4, 13, 02
350, 350, Milotic, 18, NULL, 6.2, 162.0, 13, 02
351, 351, Castform, 13, NULL, .3, .8, 04, 09
352, 352, Kecleon, 13, NULL, 1.0, 22.0, 05, NULL
353, 353, Shuppet, 09, NULL, .6, 2.3, 09, NULL
354, 354, Banette, 09, NULL, 1.1, 12.5, 09, NULL
355, 355, Duskull, 09, NULL, .8, 15.9, 09, NULL
356, 356, Dusclops, 09, NULL, 1.6, 30.6, 09, NULL
357, 357, Tropius, 10, 08, 2.0, 100.0, 11, 07
358, 358, Chimecho, 15, NULL, .6, 1.0, 09, NULL
359, 359, Absol, 02, NULL, 1.2, 47.0, 05, NULL
360, 360, Wynaut, 15, NULL, .6, 14.0, 16, NULL
361, 361, Snorunt, 12, NULL, .7, 16.8, 04, 10
362, 362, Glalie, 12, NULL, 1.5, 256.5, 04, 10
363, 363, Spheal, 12, 18, .8, 39.5, 13, 05
364, 364, Sealeo, 12, 18, 1.1, 87.6, 13, 05
365, 365, Walrein, 12, 18, 1.4, 150.6, 13, 05
366, 366, Clamperl, 18, NULL, .4, 52.5, 13, NULL
367, 367, Huntail, 18, NULL, 1.7, 27.0, 13, NULL
368, 368, Gorebyss, 18, NULL, 1.8, 22.6, 13, NULL
369, 369, Relicanth, 18, 16, 1.0, 23.4, 13, 14
370, 370, Luvdisc, 18, NULL, .6, 8.7, 14, 05
371, 371, Bagon, 03, NULL, .6, 42.1, 02, NULL
372, 372, Shelgon, 03, NULL, 1.1, 110.5, 02, NULL
373, 373, Salamence, 03, 08, 1.5, 102.6, 02, NULL
374, 374, Beldum, 17, 15, .6, 95.2, 10, NULL
375, 375, Metang, 17, 15, 1.2, 202.5, 10, NULL
376, 376, Metagross, 17, 15, 1.6, 550.0, 10, NULL
377, 377, Regirock, 16, NULL, 1.7, 230.0, 16, NULL
378, 378, Regice, 12, NULL, 1.8, 175.0, 16, NULL
379, 379, Registeel, 17, NULL, 1.9, 205.0, 16, NULL
380, 380, Latais, 03, 15, 1.4, 40.0, 16, NULL
381, 381, Latios, 03, 15, 2.0, 60.0, 16, NULL
382, 382, Kyogre, 18, NULL, 4.5, 352.0, 16, NULL
383, 383, Groudon, 11, NULL, 3.5, 950.0, 16, NULL
384, 384, Rayquaza, 03, 08, 7.0, 206.5, 16, NULL
385, 385, Jirachi, 17, 15, .3, 1.1, 16, NULL
386, 386, Deoxys, 15, NULL, 1.7, 60.8, 16, NULL
