148, Dragonair, 03, 00, 4.0, 16.5, 13, 03
149, Dragonite, 03, 08, 2.2, 210, 13, 03
150, Mewtwo, 15, 00, 2.0, 122.0, 16, 00
151, Mew, 15, 00, 0.4, 4.0, 16, 00
152, Chikorita, 10, 00, 0.9, 6.4, 11, 7
153, Bayleef, 10, 00, 1.2, 15.8, 11, 7
154, Meganium, 10, 00, 1.8, 100.5, 11, 7
155, Cyndaquil, 07, 00, 0.5, 7.9, 5, 00
156, Quilava, 07, 00, 0.9, 19, 5, 00
157, Typhlosion, 07, 00, 1.7, 79.5, 5, 00
158, Totodile, 18, 00, 0.6, 9.5, 11, 13
159, Croconaw, 18, 00, 1.1, 25, 11, 13
160, Feraligatr, 18, 00, 2.3, 88.8, 11, 13
161, Sentret, 13, 00, 0.8, 6, 5, 00
162, Furret, 13, 00, 1.8, 32.5, 5, 00
163, Hoothoot, 13, 08, 0.7, 21.2, 6, 00
164, Noctowl, 13, 08, 1.6, 40.8, 6, 00
165, Ledyba, 01, 08, 1, 10.8, 1, 00
166, Ledian, 01, 08, 1.4, 35.6, 1, 00
167, Spinarak, 01, 14, 0.5, 8.5, 1, 00
168, Ariados, 01, 14, 1.1, 33.5, 1, 00
169, Crobat, 14, 08, 1.8, 75, 6, 00
170, Chinchou, 18, 04, 0.5, 12, 14, 00
171, Lanturn, 18, 04, 1.2, 22.5, 14, 00
172, Pichu, 04, 00, 0.3, 2, 16, 00
173, Cleffa, 05, 00, 0.3, 3, 16, 00
174, Igglybuff, 13, 05, 0.3, 1, 16, 00
175, Togepi, 05, 00, 0.3, 1.5, 16, 00
176, Togetic, 05, 08, 0.6, 3.2, 6, 4
177, Natu, 15, 08, 0.2, 2, 6, 00
178, Xatu, 15, 08, 1.5, 15, 6, 00
179, Mareep, 04, 00, 0.6, 7.8, 11, 5
180, Flaffy, 04, 00, 0.8, 13.3, 11, 5
181, Ampharos, 04, 00, 1.4, 61.5, 11, 05
182, Bellossom, 10, 00, 0.4, 5.8, 07, 00
183, Marill, 18, 05, 0.4, 8.5, 13, 04
184, Azumarill, 18, 05, 0.8, 28.5, 13, 04
185, Sudowoodo, 16, 00, 1.2, 38, 10, 00
186, Politoed, 18, 00, 1.1, 33.9, 13, 00
187, Hoppip, 10, 08, 0.4, .5, 04, 07
188, Skiploom, 10, 08, 0.6, 1, 04, 07
189, Jumpluff, 10, 08, 0.8, 3, 04, 07
190, Aipom, 13, 00, 0.8, 11.5, 05, 00
191, Sunkern, 10, 00, 0.3, 1.8, 07, 00
192, Sunflora, 10, 00, 0.8, 8.5, 07, 00
193, Yanma, 01, 08, 1.2, 38, 01, 00
194, Wooper, 18, 11, 0.4, 8.5, 13, 05
195, Quagsire, 18, 11, 1.4, 75, 13, 05
196, Espeon, 15, 00, 0.9, 26.5, 05 , 00
197, Umbreon, 02, 00, 1, 27, 05, 00
198, Murkrow, 02, 08, 0.5, 2.1, 06, 00
199, Slowking, 18, 15, 2, 79.5, 11, 13
200, Misdreavus, 09, 00, 0.7, 1, 09, 00
201, Unown, 15, 00, 0.5, 5, 16, 00
202, Wobbuffet, 15, 00, 1.3, 28.5, 09, 00
203, Girafarig, 13, 15, 1.5, 41.5, 05, 00
204, Pineco, 01, 00, 0.6, 7.2, 01, 00
205, Forretress, 01, 17, 1.2, 125.8, 01, 00
206, Dunsparce, 13, 00, 1.5, 14, 05, 00
207, Gligar, 11, 08, 1.1, 64.8, 01, 00
208, Steelix, 17, 11, 9.2, 400, 10, 00
209, Snubbull, 05, 00, 0.6, 7.8, 05, 04
210, Granbull, 05, 00, 1.4, 48.7, 05, 04
211, Qwilfish, 18, 14, .5, 3.9, 14, 00
212, Scizor, 01, 17, 1.8, 118, 01, 00
213, Shuckle, 01, 16, 0.6, 20.5, 01, 00
214, Heracross, 01, 06, 1.5, 54, 01, 00
215, Sneasel, 02, 12, 0.9, 28, 05, 00
216, Teddiursa, 13, 00, 0.6, 8.8, 05, 00
217, Ursaring, 13, 00, 1.8, 125.8, 05, 00
218, Slugma, 07, 00, 0.7, 35, 09, 00
219, Magargo, 07, 16, 0.8, 55, 09, 00
220, Swinub, 12, 11, 0.4, 6.5, 05, 00
221, Piloswine, 12, 11, 1.1, 55.8, 05, 00
222, Corsola, 18, 16, 0.6, 5, 13, 15
223, Remoraid, 18, 00, 0.6, 12, 13, 14
224, Octillery, 18, 00, 0.9, 28.5, 13, 14
225, Delibird, 12, 08, 0.9, 16, 13, 05
226, Mantine, 18, 08, 2.1, 220, 13, 00
227, Skarmory, 17, 08, 1.7, 50.5, 06, 00
228, Houndour, 02, 07, 0.6, 10.8, 05, 00
229, Houndoom, 02, 07, 1.4, 35, 05, 00
230, Kingdra, 18, 03, 1.8, 152, 13, 03
231, Phanpy, 11, 00, 0.5, 33.5, 05, 00
232, Donphan, 11, 00, 1.1, 120, 05, 00
233, Porygon2, 13, 00, 0.6, 32.5, 10, 00
234, Stantler, 13, 00, 1.4, 71.2, 05, 00
235, Smeargle, 13, 00, 1.2, 58, 05, 00
236, Tyrogue, 06, 00, 0.7, 21, 16, 00
237, Hitmontop, 06, 00, 1.4, 48, 08, 00
238, Smoochum, 12, 15, 0.4, 6, 16, 00
239, Elekid, 04, 00, 0.6, 23.5, 16, 00
240, Magby, 07, 00, 0.7, 21.4, 16, 00
241, Miltank, 13, 00, 1.2, 75.5, 05, 00
242, Blissey, 13, 00, 1.5, 46.8, 04, 00
243, Raikou, 04, 00, 1.9, 178, 16, 00
244, Entei, 07, 00, 2.1, 198, 16, 00
245, Suicune, 18, 00, 2, 187, 16, 00
246, Larvitar, 16, 11, 0.6, 72, 11, 00
247, Pupitar, 16, 11, 1.2, 152, 11, 00
248, Tyranitar, 16, 02, 2, 202, 11, 00
249, Lugia, 15, 08, 5.2, 216, 16, 00
250, Ho-Oh, 07, 08, 3.8, 199, 16, 00
251, Celebi, 15, 10, 0.6, 5, 16, 00
252, Treecko, 10, 00, .5, 5.0, 11, 02
253, Grovyle, 10, 00, .9, 21.6, 11, 02
254, Sceptile, 10, 00, 1.7, 52.2, 11, 02
255, Torchic, 07, 00, .4, 2.5, 05, 00
256, Combusken, 07, 06, .9, 19.5, 05, 00
257, Blaziken, 07, 06, 1.9, 52.0, 05, 00
258, Mudkip, 18, 00, .4, 7.6, 11, 13
259, Marshtomp, 18, 11, .7, 28.0, 11, 13
260, Swampert, 18, 11, 1.5, 81.9, 11, 13
261, Poochyena, 02, 00, .5, 13.6, 05, 00
262, Mightyea, 02, 00, 1.0, 37.0, 05, 00
263, Zigzagoon, 13, 00, .4, 17.5, 05, 00
264, Linoone, 13, 00, .5, 32.5, 05, 00
265, Wurmple, 01, 00, .3, 3.6, 01, 00
266, Silcoon, 01, 00, .6, 10.0, 01, 00
267, Beautifly, 01, 08, 1.0, 28.4, 01, 00
268, Cascoon, 01, 00, .7, 11.5, 01, 00
269, Dustox, 01, 14, 1.2, 31.6, 01, 00
270, Lotad, 18, 10, .5, 2.6, 13, 07
271, Lombre, 18, 10, 1.2, 32.5, 13, 07
272, Ludicolo, 18, 10, 1.5, 55.0, 13, 07
273, Seedot, 10, 00, .5, 4.0, 05, 07
274, Nuzleaf, 10, 02, 1.0, 28.0, 05, 07
275, Shiftry, 10, 02, 1.3, 59.6, 05, 07
276, Taillow, 13, 08, .3, 2.3, 06, 00
277, Swellow, 13, 08, .7, 19.8, 06, 00
278, Wingull, 18, 08, .6, 9.5, 13, 06
279, Pelipper, 18, 08, 1.2, 28.0, 13, 06
280, Ralts, 15, 05, .4, 6.9, 09, 00
281, Kirlia, 15, 05, .8, 20.2, 09, 00
282, Gardevoir, 15, 05, 1.6, 48.4, 09, 00
283, Surskit, 01, 18, .5, 1.7, 13, 01
284, Masquerain, 01, 08, .8, 3.6, 13, 01
285, Shroomish, 10, 00, .4, 4.5, 04, 07
286, Breloom, 10, 06, 1.2, 39.2, 04, 07
287, Slakoth, 13, 00, .8, 24.0, 05, 00
288, Vigoroth, 13, 00, 1.4, 46.5, 05, 00
289, Slaking, 13, 00, 2.0, 130.5, 05, 00
290, Nincada, 01, 11, .5, 5.5, 01, 00
291, Ninjask, 01, 08, .8, 12.0, 01, 00
292, Shedinja, 01, 09, .8, 1.2, 10, 00
293, Whismur, 13, 00, .6, 16.3, 11, 05
294, Loudred, 13, 00, 1.0, 40.5, 11, 05
295, Exploud, 13, 00, 1.5, 84.0, 11, 05
296, Makuhita, 06, 00, 1.0, 86.4, 08, 00
297, Hariyama, 06, 00, 2.3, 253.8, 08, 00
298, Azurill, 13, 05, .2, 2.0, 16, 00
299, Nosepass, 16, 00, 1.0, 97.9, 10, 00
300, Skitty, 13, 00, .6, 11.0, 05, 04
301, Delcatty, 13, 00, 1.1, 32.6, 05, 04
302, Sableye, 02, 09, .5, 11.0, 08, 00
303, Mawile, 17, 05, .6, 11.5, 05, 04
304, Aron, 17, 16, .4, 60.0, 11, 00
305, Lairon, 17, 16, .9, 120.0, 11, 00
306, Aggron, 17, 16, 2.1, 360.0, 11, 00
307, Meditite, 06, 15, .6, 11.2, 08, 00
308, Medicham, 06, 15, 1.3, 31.5, 08, 00
309, Electrike, 04, 00, .6, 15.2, 05, 00
310, Manectric, 04, 00, 1.5, 40.2, 05, 00
311, Plusle, 04, 00, .4, 4.2, 04, 00
312, Minun, 04, 00, .4, 4.2, 04, 00
313, Volbeat, 01, 00, .7, 17.7, 01, 08
314, Illumise, 01, 00, .6, 17.7, 01, 08
315, Roselia, 10, 14, .3, 2.0, 04, 07
316, Gulpin, 14, 00, .4, 10.3, 09, 00
317, Swalot, 14, 00, 1.7, 80.0, 09, 00
318, Carvanha, 18, 02, .8, 20.8, 14, 00
319, Sharpedo, 18, 02, 1.8, 88.8, 14, 00
320, Wailmer, 18, 00, 2.0, 130.0, 05, 14
321, Wailord, 18, 00, 14.5, 398.9, 05, 14
322, Numel, 07, 11, .7, 24.0, 05, 00
323, Camerupt, 07, 11, 1.9, 220.0, 05, 00
324, Torkoal, 07, 00, .5, 80.4, 05, 00
325, Spoink, 15, 00, .7, 30.6, 05, 00
326, Grumpig, 15, 00, .9, 71.5, 05, 00
327, Spinda, 13, 00, 1.1, 5.0, 05, 08
328, Trapinch, 11, 00, .7, 15.0, 01, 00
329, Vibrava, 11, 03, 1.1, 15.3, 01, 00
330, Flygon, 11, 03, 2.0, 82.0, 01, 00
331, Cacnea, 10, 00, .4, 51.3, 07, 08
332, Cacturne, 10, 02, 1.3, 77.4, 07, 08
333, Swablu, 13, 08, .4, 1.2, 06, 02
334, Altatia, 03, 08, 1.1, 20.6, 06, 02
335, Zangoose, 13, 00, 1.3, 40.3, 05, 00
336, Seviper, 14, 00, 2.7, 52.5, 05, 02
337, Lunatone, 16, 15, 1.0, 168.0, 10, 00
338, Solrock, 16, 15, 1.2, 154.0, 10, 00
339, Barboach, 18, 11, .4, 1.9, 14, 00
340, Whiscash, 18, 11, .9, 23.6, 14, 00
341, Corphish, 18, 00, .6, 11.5, 13, 15
342, Crawdaunt, 18, 02, 1.1, 32.8, 13, 15
343, Baltoy, 11, 15, .5, 21.5, 10, 00
344, Claydol, 11, 15, 1.5, 108.0, 10, 00
345, Lileep, 16, 10, 1.0, 23.8, 15, 00
346, Cradily, 16, 10, 1.5, 60.4, 15, 00
347, Anorith, 16, 01, .7, 12.5, 15, 00
348, Armaldo, 16, 01, 1.5, 68.2, 15, 00
349, Feebas, 18, 00, .6, 7.4, 13, 02
350, Milotic, 18, 00, 6.2, 162.0, 13, 02
351, Castform, 13, 00, .3, .8, 04, 09
352, Kecleon, 13, 00, 1.0, 22.0, 05, 00
353, Shuppet, 09, 00, .6, 2.3, 09, 00
354, Banette, 09, 00, 1.1, 12.5, 09, 00
355, Duskull, 09, 00, .8, 15.9, 09, 00
356, Dusclops, 09, 00, 1.6, 30.6, 09, 00
357, Tropius, 10, 08, 2.0, 100.0, 11, 07
358, Chimecho, 15, 00, .6, 1.0, 09, 00
359, Absol, 02, 00, 1.2, 47.0, 05, 00
360, Wynaut, 15, 00, .6, 14.0, 16, 00
361, Snorunt, 12, 00, .7, 16.8, 04, 10
362, Glalie, 12, 00, 1.5, 256.5, 04, 10
363, Spheal, 12, 18, .8, 39.5, 13, 05
364, Sealeo, 12, 18, 1.1, 87.6, 13, 05
365, Walrein, 12, 18, 1.4, 150.6, 13, 05
366, Clamperl, 18, 00, .4, 52.5, 13, 00
367, Huntail, 18, 00, 1.7, 27.0, 13, 00
368, Gorebyss, 18, 00, 1.8, 22.6, 13, 00
369, Relicanth, 18, 16, 1.0, 23.4, 13, 14
370, Luvdisc, 18, 00, .6, 8.7, 14, 05
371, Bagon, 03, 00, .6, 42.1, 02, 00
372, Shelgon, 03, 00, 1.1, 110.5, 02, 00
373, Salamence, 03, 08, 1.5, 102.6, 02, 00
374, Beldum, 17, 15, .6, 95.2, 10, 00
375, Metang, 17, 15, 1.2, 202.5, 10, 00
376, Metagross, 17, 15, 1.6, 550.0, 10, 00
377, Regirock, 16, 00, 1.7, 230.0, 16, 00
378, Regice, 12, 00, 1.8, 175.0, 16, 00
379, Registeel, 17, 00, 1.9, 205.0, 16, 00
380, Latais, 03, 15, 1.4, 40.0, 16, 00
381, Latios, 03, 15, 2.0, 60.0, 16, 00
382, Kyogre, 18, 00, 4.5, 352.0, 16, 00
383, Groudon, 11, 00, 3.5, 950.0, 16, 00
384, Rayquaza, 03, 08, 7.0, 206.5, 16, 00
385, Jirachi, 17, 15, .3, 1.1, 16, 00
386, Deoxys, 15, 00, 1.7, 60.8, 16, 00
